"icd9pro","d9carotid","d9cArtery","d9pArtery","d9BariatricSurg","d9Renal","d9Transplant","d9Dialysis","d9Kidney_Transplant"
"2060",0,0,0,0,0,0,0,0
"2061",0,0,0,0,0,0,0,0
"20610",0,0,0,0,0,0,0,0
"2067",0,0,0,0,0,0,0,0
"20670",0,0,0,0,0,0,0,0
"2068",0,0,0,0,0,0,0,0
"20680",0,0,0,0,0,0,0,0
"2069",0,0,0,0,0,0,0,0
"20690",0,0,0,0,0,0,0,0
"20692",0,0,0,0,0,0,0,0
"2071",0,0,0,0,0,0,0,0
"2079",0,0,0,0,0,0,0,0
"208",0,0,0,0,0,0,0,0
"2092",0,0,0,0,0,0,0,0
"2093",0,0,0,0,0,0,0,0
"20931",0,0,0,0,0,0,0,0
"2096",0,0,0,0,0,0,0,0
"2097",0,0,0,0,0,0,0,0
"2098",0,0,0,0,0,0,0,0
"2099",0,0,0,0,0,0,0,0
"210",0,0,0,0,0,0,0,0
"2100",0,0,0,0,0,0,0,0
"2101",0,0,0,0,0,0,0,0
"2102",0,0,0,0,0,0,0,0
"2103",0,0,0,0,0,0,0,0
"2104",0,0,0,0,0,0,0,0
"2105",0,0,0,0,0,0,0,0
"2106",0,0,0,0,0,0,0,0
"2107",0,0,0,0,0,0,0,0
"2109",0,0,0,0,0,0,0,0
"211",0,0,0,0,0,0,0,0
"2121",0,0,0,0,0,0,0,0
"2122",0,0,0,0,0,0,0,0
"2128",0,0,0,0,0,0,0,0
"2129",0,0,0,0,0,0,0,0
"2130",0,0,0,0,0,0,0,0
"2131",0,0,0,0,0,0,0,0
"2132",0,0,0,0,0,0,0,0
"214",0,0,0,0,0,0,0,0
"215",0,0,0,0,0,0,0,0
"2161",0,0,0,0,0,0,0,0
"2162",0,0,0,0,0,0,0,0
"21627",0,0,0,0,0,0,0,0
"2169",0,0,0,0,0,0,0,0
"2171",0,0,0,0,0,0,0,0
"2172",0,0,0,0,0,0,0,0
"21750",0,0,0,0,0,0,0,0
"2181",0,0,0,0,0,0,0,0
"2183",0,0,0,0,0,0,0,0
"2184",0,0,0,0,0,0,0,0
"2185",0,0,0,0,0,0,0,0
"2186",0,0,0,0,0,0,0,0
"2187",0,0,0,0,0,0,0,0
"2188",0,0,0,0,0,0,0,0
"2189",0,0,0,0,0,0,0,0
"2191",0,0,0,0,0,0,0,0
"2199",0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0,0
"220",0,0,0,0,0,0,0,0
"2200",0,0,0,0,0,0,0,0
"2201",0,0,0,0,0,0,0,0
"2202",0,0,0,0,0,0,0,0
"2211",0,0,0,0,0,0,0,0
"2212",0,0,0,0,0,0,0,0
"2213",0,0,0,0,0,0,0,0
"2219",0,0,0,0,0,0,0,0
"222",0,0,0,0,0,0,0,0
"2231",0,0,0,0,0,0,0,0
"22325",0,0,0,0,0,0,0,0
"22327",0,0,0,0,0,0,0,0
"2239",0,0,0,0,0,0,0,0
"2241",0,0,0,0,0,0,0,0
"2242",0,0,0,0,0,0,0,0
"2250",0,0,0,0,0,0,0,0
"2251",0,0,0,0,0,0,0,0
"2252",0,0,0,0,0,0,0,0
"22554",0,0,0,0,0,0,0,0
"22585",0,0,0,0,0,0,0,0
"2260",0,0,0,0,0,0,0,0
"22600",0,0,0,0,0,0,0,0
"2261",0,0,0,0,0,0,0,0
"22610",0,0,0,0,0,0,0,0
"22612",0,0,0,0,0,0,0,0
"22614",0,0,0,0,0,0,0,0
"2262",0,0,0,0,0,0,0,0
"2263",0,0,0,0,0,0,0,0
"2264",0,0,0,0,0,0,0,0
"2271",0,0,0,0,0,0,0,0
"2279",0,0,0,0,0,0,0,0
"22830",0,0,0,0,0,0,0,0
"22845",0,0,0,0,0,0,0,0
"229",0,0,0,0,0,0,0,0
"2290",0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0
"2301",0,0,0,0,0,0,0,0
"2309",0,0,0,0,0,0,0,0
"2311",0,0,0,0,0,0,0,0
"2312",0,0,0,0,0,0,0,0
"2319",0,0,0,0,0,0,0,0
"232",0,0,0,0,0,0,0,0
"233",0,0,0,0,0,0,0,0
"2335",0,0,0,0,0,0,0,0
"234",0,0,0,0,0,0,0,0
"2341",0,0,0,0,0,0,0,0
"2342",0,0,0,0,0,0,0,0
"2343",0,0,0,0,0,0,0,0
"2349",0,0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0,0
"2370",0,0,0,0,0,0,0,0
"2371",0,0,0,0,0,0,0,0
"2372",0,0,0,0,0,0,0,0
"2373",0,0,0,0,0,0,0,0
"23930",0,0,0,0,0,0,0,0
"240",0,0,0,0,0,0,0,0
"2411",0,0,0,0,0,0,0,0
"2412",0,0,0,0,0,0,0,0
"242",0,0,0,0,0,0,0,0
"243",0,0,0,0,0,0,0,0
"2431",0,0,0,0,0,0,0,0
"2432",0,0,0,0,0,0,0,0
"24350",0,0,0,0,0,0,0,0
"2439",0,0,0,0,0,0,0,0
"244",0,0,0,0,0,0,0,0
"245",0,0,0,0,0,0,0,0
"247",0,0,0,0,0,0,0,0
"248",0,0,0,0,0,0,0,0
"2491",0,0,0,0,0,0,0,0
"2499",0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0
"250",0,0,0,0,0,0,0,0
"2501",0,0,0,0,0,0,0,0
"2502",0,0,0,0,0,0,0,0
"2509",0,0,0,0,0,0,0,0
"251",0,0,0,0,0,0,0,0
"252",0,0,0,0,0,0,0,0
"253",0,0,0,0,0,0,0,0
"25320",0,0,0,0,0,0,0,0
"254",0,0,0,0,0,0,0,0
"255",0,0,0,0,0,0,0,0
"2551",0,0,0,0,0,0,0,0
"2559",0,0,0,0,0,0,0,0
"2560",0,0,0,0,0,0,0,0
"257",0,0,0,0,0,0,0,0
"258",0,0,0,0,0,0,0,0
"259",0,0,0,0,0,0,0,0
"2592",0,0,0,0,0,0,0,0
"2599",0,0,0,0,0,0,0,0
"260",0,0,0,0,0,0,0,0
"261",0,0,0,0,0,0,0,0
"2611",0,0,0,0,0,0,0,0
"2612",0,0,0,0,0,0,0,0
"26121",0,0,0,0,0,0,0,0
"2616",0,0,0,0,0,0,0,0
"2619",0,0,0,0,0,0,0,0
"2629",0,0,0,0,0,0,0,0
"2630",0,0,0,0,0,0,0,0
"2631",0,0,0,0,0,0,0,0
"2632",0,0,0,0,0,0,0,0
"2642",0,0,0,0,0,0,0,0
"2649",0,0,0,0,0,0,0,0
"2653",0,0,0,0,0,0,0,0
"2691",0,0,0,0,0,0,0,0
"2698",0,0,0,0,0,0,0,0
"2699",0,0,0,0,0,0,0,0
"270",0,0,0,0,0,0,0,0
"2700",0,0,0,0,0,0,0,0
"27093",0,0,0,0,0,0,0,0
"271",0,0,0,0,0,0,0,0
"27130",0,0,0,0,0,0,0,0
"27137",0,0,0,0,0,0,0,0
"272",0,0,0,0,0,0,0,0
"2721",0,0,0,0,0,0,0,0
"2722",0,0,0,0,0,0,0,0
"27226",0,0,0,0,0,0,0,0
"27227",0,0,0,0,0,0,0,0
"2723",0,0,0,0,0,0,0,0
"2724",0,0,0,0,0,0,0,0
"27265",0,0,0,0,0,0,0,0
"2729",0,0,0,0,0,0,0,0
"2731",0,0,0,0,0,0,0,0
"27310",0,0,0,0,0,0,0,0
"2732",0,0,0,0,0,0,0,0
"27328",0,0,0,0,0,0,0,0
"2741",0,0,0,0,0,0,0,0
"2742",0,0,0,0,0,0,0,0
"2743",0,0,0,0,0,0,0,0
"27446",0,0,0,0,0,0,0,0
"27447",0,0,0,0,0,0,0,0
"27487",0,0,0,0,0,0,0,0
"27488",0,0,0,0,0,0,0,0
"2749",0,0,0,0,0,0,0,0
"27507",0,0,0,0,0,0,0,0
"2751",0,0,0,0,0,0,0,0
"27511",0,0,0,0,0,0,0,0
"2752",0,0,0,0,0,0,0,0
"2753",0,0,0,0,0,0,0,0
"27535",0,0,0,0,0,0,0,0
"2755",0,0,0,0,0,0,0,0
"2756",0,0,0,0,0,0,0,0
"2757",0,0,0,0,0,0,0,0
"2759",0,0,0,0,0,0,0,0
"27590",0,0,0,0,0,0,0,0
"27598",0,0,0,0,0,0,0,0
"27603",0,0,0,0,0,0,0,0
"2761",0,0,0,0,0,0,0,0
"2762",0,0,0,0,0,0,0,0
"27635",0,0,0,0,0,0,0,0
"2764",0,0,0,0,0,0,0,0
"2769",0,0,0,0,0,0,0,0
"2771",0,0,0,0,0,0,0,0
"2772",0,0,0,0,0,0,0,0
"27720",0,0,0,0,0,0,0,0
"2773",0,0,0,0,0,0,0,0
"27752",0,0,0,0,0,0,0,0
"2776",0,0,0,0,0,0,0,0
"27814",0,0,0,0,0,0,0,0
"2787",0,0,0,0,0,0,0,0
"27870",0,0,0,0,0,0,0,0
"27880",0,0,0,0,0,0,0,0
"27881",0,0,0,0,0,0,0,0
"27888",0,0,0,0,0,0,0,0
"27899",0,0,0,0,0,0,0,0
"2791",0,0,0,0,0,0,0,0
"2792",0,0,0,0,0,0,0,0
"2799",0,0,0,0,0,0,0,0
"280",0,0,0,0,0,0,0,0
"2804",0,0,0,0,0,0,0,0
"2808",0,0,0,0,0,0,0,0
"2809",0,0,0,0,0,0,0,0
"2810",0,0,0,0,0,0,0,0
"2811",0,0,0,0,0,0,0,0
"2812",0,0,0,0,0,0,0,0
"2816",0,0,0,0,0,0,0,0
"282",0,0,0,0,0,0,0,0
"2828",0,0,0,0,0,0,0,0
"2829",0,0,0,0,0,0,0,0
"283",0,0,0,0,0,0,0,0
"2848",0,0,0,0,0,0,0,0
"285",0,0,0,0,0,0,0,0
"286",0,0,0,0,0,0,0,0
"287",0,0,0,0,0,0,0,0
"2875",0,0,0,0,0,0,0,0
"28810",0,0,0,0,0,0,0,0
"2882",0,0,0,0,0,0,0,0
"28820",0,0,0,0,0,0,0,0
"28899",0,0,0,0,0,0,0,0
"2892",0,0,0,0,0,0,0,0
"2899",0,0,0,0,0,0,0,0
"290",0,0,0,0,0,0,0,0
"291",0,0,0,0,0,0,0,0
"2911",0,0,0,0,0,0,0,0
"29110",0,0,0,0,0,0,0,0
"2912",0,0,0,0,0,0,0,0
"2913",0,0,0,0,0,0,0,0
"2919",0,0,0,0,0,0,0,0
"292",0,0,0,0,0,0,0,0
"2931",0,0,0,0,0,0,0,0
"2932",0,0,0,0,0,0,0,0
"2933",0,0,0,0,0,0,0,0
"2939",0,0,0,0,0,0,0,0
"294",0,0,0,0,0,0,0,0
"2940",0,0,0,0,0,0,0,0
"2942",0,0,0,0,0,0,0,0
"2950",0,0,0,0,0,0,0,0
"29505",0,0,0,0,0,0,0,0
"2951",0,0,0,0,0,0,0,0
"29515",0,0,0,0,0,0,0,0
"2953",0,0,0,0,0,0,0,0
"2958",0,0,0,0,0,0,0,0
"2959",0,0,0,0,0,0,0,0
"29590",0,0,0,0,0,0,0,0
"2980",0,0,0,0,0,0,0,0
"29805",0,0,0,0,0,0,0,0
"2982",0,0,0,0,0,0,0,0
"2987",0,0,0,0,0,0,0,0
"2988",0,0,0,0,0,0,0,0
"29881",0,0,0,0,0,0,0,0
"2989",0,0,0,0,0,0,0,0
"2991",0,0,0,0,0,0,0,0
"2999",0,0,0,0,0,0,0,0
"3",0,0,0,0,0,0,0,0
"3.64",0,0,0,0,0,0,0,0
"3.96",0,0,0,0,0,0,0,0
"3.99",0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0
"300",0,0,0,0,0,0,0,0
"3009",0,0,0,0,0,0,0,0
"301",0,0,0,0,0,0,0,0
"3021",0,0,0,0,0,0,0,0
"3022",0,0,0,0,0,0,0,0
"3029",0,0,0,0,0,0,0,0
"303",0,0,0,0,0,0,0,0
"3030",0,0,0,0,0,0,0,0
"304",0,0,0,0,0,0,0,0
"305",0,0,0,0,0,0,0,0
"309",0,0,0,0,0,0,0,0
"3090",0,0,0,0,0,0,0,0
"310",0,0,0,0,0,0,0,0
"311",0,0,0,0,0,0,0,0
"3110",0,0,0,0,0,0,0,0
"3121",0,0,0,0,0,0,0,0
"3122",0,0,0,0,0,0,0,0
"3126",0,0,0,0,0,0,0,0
"3129",0,0,0,0,0,0,0,0
"313",0,0,0,0,0,0,0,0
"3131",0,0,0,0,0,0,0,0
"3141",0,0,0,0,0,0,0,0
"3142",0,0,0,0,0,0,0,0
"3143",0,0,0,0,0,0,0,0
"3144",0,0,0,0,0,0,0,0
"3145",0,0,0,0,0,0,0,0
"3148",0,0,0,0,0,0,0,0
"315",0,0,0,0,0,0,0,0
"3150",0,0,0,0,0,0,0,0
"31500",0,0,0,0,0,0,0,0
"31502",0,0,0,0,0,0,0,0
"3153",0,0,0,0,0,0,0,0
"3157",0,0,0,0,0,0,0,0
"31600",0,0,0,0,0,0,0,0
"31603",0,0,0,0,0,0,0,0
"3161",0,0,0,0,0,0,0,0
"3162",0,0,0,0,0,0,0,0
"31622",0,0,0,0,0,0,0,0
"31623",0,0,0,0,0,0,0,0
"31624",0,0,0,0,0,0,0,0
"31628",0,0,0,0,0,0,0,0
"31629",0,0,0,0,0,0,0,0
"3163",0,0,0,0,0,0,0,0
"3164",0,0,0,0,0,0,0,0
"31645",0,0,0,0,0,0,0,0
"3169",0,0,0,0,0,0,0,0
"3171",0,0,0,0,0,0,0,0
"3172",0,0,0,0,0,0,0,0
"3173",0,0,0,0,0,0,0,0
"3174",0,0,0,0,0,0,0,0
"3175",0,0,0,0,0,0,0,0
"3179",0,0,0,0,0,0,0,0
"3191",0,0,0,0,0,0,0,0
"3193",0,0,0,0,0,0,0,0
"3194",0,0,0,0,0,0,0,0
"3195",0,0,0,0,0,0,0,0
"3198",0,0,0,0,0,0,0,0
"3199",0,0,0,0,0,0,0,0
"320",0,0,0,0,0,0,0,0
"3200",0,0,0,0,0,0,0,0
"32000",0,0,0,0,0,0,0,0
"32002",0,0,0,0,0,0,0,0
"3201",0,0,0,0,0,0,0,0
"32020",0,0,0,0,0,0,0,0
"3209",0,0,0,0,0,0,0,0
"321",0,0,0,0,0,0,0,0
"32120",0,0,0,0,0,0,0,0
"3220",0,0,0,0,0,0,0,0
"3221",0,0,0,0,0,0,0,0
"3222",0,0,0,0,0,0,0,0
"3223",0,0,0,0,0,0,0,0
"3224",0,0,0,0,0,0,0,0
"3225",0,0,0,0,0,0,0,0
"3226",0,0,0,0,0,0,0,0
"3228",0,0,0,0,0,0,0,0
"3229",0,0,0,0,0,0,0,0
"323",0,0,0,0,0,0,0,0
"3230",0,0,0,0,0,0,0,0
"3239",0,0,0,0,0,0,0,0
"324",0,0,0,0,0,0,0,0
"3240",0,0,0,0,0,0,0,0
"32405",0,0,0,0,0,0,0,0
"3241",0,0,0,0,0,0,0,0
"32480",0,0,0,0,0,0,0,0
"3249",0,0,0,0,0,0,0,0
"325",0,0,0,0,0,0,0,0
"3259",0,0,0,0,0,0,0,0
"326",0,0,0,0,0,0,0,0
"32652",0,0,0,0,0,0,0,0
"327",0,0,0,0,0,0,0,0
"32820",0,0,0,0,0,0,0,0
"329",0,0,0,0,0,0,0,0
"32999",0,0,0,0,0,0,0,0
"330",0,0,0,0,0,0,0,0
"33025",0,0,0,0,0,0,0,0
"331",0,0,0,0,0,0,0,0
"3320",0,0,0,0,0,0,0,0
"33201",0,0,0,0,0,0,0,0
"3321",0,0,0,0,0,0,0,0
"33210",0,0,0,0,0,0,0,0
"3322",0,0,0,0,0,0,0,0
"3323",0,0,0,0,0,0,0,0
"33233",0,0,0,0,0,0,0,0
"3324",0,0,0,0,0,0,0,0
"33240",0,0,0,0,0,0,0,0
"33249",0,0,0,0,0,0,0,0
"3325",0,0,0,0,0,0,0,0
"3326",0,0,0,0,0,0,0,0
"3327",0,0,0,0,0,0,0,0
"3328",0,0,0,0,0,0,0,0
"3329",0,0,0,0,0,0,0,0
"3330",0,0,0,0,0,0,0,0
"3332",0,0,0,0,0,0,0,0
"3334",0,0,0,0,0,0,0,0
"3339",0,0,0,0,0,0,0,0
"3341",0,0,0,0,0,0,0,0
"3342",0,0,0,0,0,0,0,0
"33426",0,0,0,0,0,0,0,0
"3343",0,0,0,0,0,0,0,0
"3348",0,0,0,0,0,0,0,0
"3349",0,0,0,0,0,0,0,0
"3351",0,0,0,0,0,1,0,0
"33510",0,0,0,0,0,1,0,0
"33511",0,0,0,0,0,1,0,0
"33512",0,0,0,0,0,1,0,0
"33517",0,0,0,0,0,1,0,0
"33518",0,0,0,0,0,1,0,0
"33519",0,0,0,0,0,1,0,0
"3352",0,0,0,0,0,1,0,0
"33521",0,0,0,0,0,1,0,0
"33533",0,0,0,0,0,1,0,0
"33535",0,0,0,0,0,1,0,0
"33536",0,0,0,0,0,1,0,0
"3371",0,0,0,0,0,0,0,0
"3372",0,0,0,0,0,0,0,0
"3378",0,0,0,0,0,0,0,0
"3379",0,0,0,0,0,0,0,0
"339",0,0,0,0,0,0,1,0
"3391",0,0,0,0,0,0,1,0
"3393",0,0,0,0,0,0,1,0
"33967",0,0,0,0,0,0,1,0
"3399",0,0,0,0,0,0,1,0
"3401",0,0,0,0,0,0,0,0
"3402",0,0,0,0,0,0,0,0
"3403",0,0,0,0,0,0,0,0
"3404",0,0,0,0,0,0,0,0
"3405",0,0,0,0,0,0,0,0
"3406",0,0,0,0,0,0,0,0
"3409",0,0,0,0,0,0,0,0
"341",0,0,0,0,0,0,0,0
"3420",0,0,0,0,0,0,0,0
"3421",0,0,0,0,0,0,0,0
"3422",0,0,0,0,0,0,0,0
"3423",0,0,0,0,0,0,0,0
"3424",0,0,0,0,0,0,0,0
"3425",0,0,0,0,0,0,0,0
"3426",0,0,0,0,0,0,0,0
"3427",0,0,0,0,0,0,0,0
"3428",0,0,0,0,0,0,0,0
"3429",0,0,0,0,0,0,0,0
"343",0,0,0,0,0,0,0,0
"344",0,0,0,0,0,0,0,0
"3451",0,0,0,0,0,0,0,0
"3452",0,0,0,0,0,0,0,0
"3459",0,0,0,0,0,0,0,0
"346",0,0,0,0,0,0,0,0
"3471",0,0,0,0,0,0,0,0
"3472",0,0,0,0,0,0,0,0
"3473",0,0,0,0,0,0,0,0
"3474",0,0,0,0,0,0,0,0
"3479",0,0,0,0,0,0,0,0
"3481",0,0,0,0,0,0,0,0
"3482",0,0,0,0,0,0,0,0
"3483",0,0,0,0,0,0,0,0
"3484",0,0,0,0,0,0,0,0
"3489",0,0,0,0,0,0,0,0
"3491",0,0,0,0,0,0,0,0
"3492",0,0,0,0,0,0,0,0
"3493",0,0,0,0,0,0,0,0
"3499",0,0,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0
"350",0,0,0,0,0,0,0,0
"3501",0,0,0,0,0,0,0,0
"3510",0,0,0,0,0,0,0,0
"3511",0,0,0,0,0,0,0,0
"3512",0,0,0,0,0,0,0,0
"3513",0,0,0,0,0,0,0,0
"3514",0,0,0,0,0,0,0,0
"352",0,0,0,0,0,0,0,0
"3521",0,0,0,0,0,0,0,0
"3522",0,0,0,0,0,0,0,0
"3523",0,0,0,0,0,0,0,0
"3524",0,0,0,0,0,0,0,0
"3525",0,0,0,0,0,0,0,0
"3526",0,0,0,0,0,0,0,0
"3527",0,0,0,0,0,0,0,0
"3528",0,0,0,0,0,0,0,0
"353",0,0,0,0,0,0,0,0
"3531",0,0,0,0,0,0,0,0
"3532",0,0,0,0,0,0,0,0
"3533",0,0,0,0,0,0,0,0
"35381",0,0,0,0,0,0,0,0
"3539",0,0,0,0,0,0,0,0
"3541",0,0,0,0,0,0,0,0
"3547",0,0,0,0,0,0,0,0
"35471",0,0,0,0,0,0,0,0
"3551",0,0,0,0,0,0,0,0
"3552",0,0,0,0,0,0,0,0
"35520",0,0,0,0,0,0,0,0
"3553",0,0,0,0,0,0,0,0
"3555",0,0,0,0,0,0,0,0
"35558",0,0,0,0,0,0,0,0
"35600",0,0,0,0,0,0,0,0
"3561",0,0,0,0,0,0,0,0
"3562",0,0,0,0,0,0,0,0
"3563",0,0,0,0,0,0,0,0
"35656",0,0,0,0,0,0,0,0
"35661",0,0,0,0,0,0,0,0
"3570",0,0,0,0,0,0,0,0
"3571",0,0,0,0,0,0,0,0
"3572",0,0,0,0,0,0,0,0
"3573",0,0,0,0,0,0,0,0
"3579",0,0,0,0,0,0,0,0
"3584",0,0,0,0,0,0,0,0
"35876",0,0,0,0,0,0,0,0
"3593",0,0,0,0,0,0,0,0
"3594",0,0,0,0,0,0,0,0
"3595",0,0,0,0,0,0,0,0
"3596",0,0,0,0,0,0,0,0
"3597",0,0,0,0,0,0,0,0
"3598",0,0,0,0,0,0,0,0
"3599",0,0,0,0,0,0,0,0
"36.01",0,0,0,0,0,0,0,0
"36.06",0,0,0,0,0,0,0,0
"360",0,0,0,0,0,0,0,0
"3600",0,0,0,0,0,0,0,0
"3601",0,1,0,0,0,0,0,0
"36010",0,1,0,0,0,0,0,0
"3602",0,1,0,0,0,0,0,0
"3603",0,1,0,0,0,0,0,0
"3604",0,0,0,0,0,0,0,0
"3605",0,1,0,0,0,0,0,0
"3606",0,0,0,0,0,0,0,0
"3607",0,0,0,0,0,0,0,0
"3609",0,1,0,0,0,0,0,0
"3610",0,1,0,0,0,0,0,0
"3611",0,1,0,0,0,0,0,0
"3612",0,1,0,0,0,0,0,0
"3613",0,1,0,0,0,0,0,0
"3614",0,1,0,0,0,0,0,0
"36140",0,1,0,0,0,0,0,0
"36145",0,1,0,0,0,0,0,0
"3615",0,1,0,0,0,0,0,0
"3616",0,1,0,0,0,0,0,0
"3617",0,1,0,0,0,0,0,0
"3619",0,1,0,0,0,0,0,0
"362",0,0,0,0,0,0,0,0
"3620",0,0,0,0,0,0,0,0
"36200",0,0,0,0,0,0,0,0
"36215",0,0,0,0,0,0,0,0
"36216",0,0,0,0,0,0,0,0
"3624",0,0,0,0,0,0,0,0
"36245",0,0,0,0,0,0,0,0
"36246",0,0,0,0,0,0,0,0
"3631",0,0,0,0,0,0,0,0
"3632",0,0,0,0,0,0,0,0
"3633",0,0,0,0,0,0,0,0
"3634",0,0,0,0,0,0,0,0
"3639",0,0,0,0,0,0,0,0
"3641",0,0,0,0,0,0,0,0
"36415",0,0,0,0,0,0,0,0
"3643",0,0,0,0,0,0,0,0
"36430",0,0,0,0,0,0,0,0
"36455",0,0,0,0,0,0,0,0
"36488",0,0,0,0,0,0,0,0
"36489",0,0,0,0,0,0,0,0
"3653",0,0,0,0,0,0,0,0
"36533",0,0,0,0,0,0,0,0
"3655",0,0,0,0,0,0,0,0
"36556",0,0,0,0,0,0,0,0
"3656",0,0,0,0,0,0,0,0
"36569",0,0,0,0,0,0,0,0
"3658",0,0,0,0,0,0,0,0
"3659",0,0,0,0,0,0,0,0
"3660",0,0,0,0,0,0,0,0
"36600",0,0,0,0,0,0,0,0
"36620",0,0,0,0,0,0,0,0
"3680",0,0,0,0,0,0,0,0
"36800",0,0,0,0,0,0,0,0
"3682",0,0,0,0,0,0,0,0
"36821",0,0,0,0,0,0,0,0
"3683",0,0,0,0,0,0,0,0
"36832",0,0,0,0,0,0,0,0
"3691",0,0,0,0,0,0,0,0
"3699",0,0,0,0,0,0,0,0
"37.22",0,0,0,0,0,0,0,0
"370",0,0,0,0,0,0,0,0
"371",0,0,0,0,0,0,0,0
"3710",0,0,0,0,0,0,0,0
"3711",0,0,0,0,0,0,0,0
"3712",0,0,0,0,0,0,0,0
"3720",0,0,0,0,0,0,0,0
"37205",0,0,0,0,0,0,0,0
"3721",0,0,0,0,0,0,0,0
"3722",0,0,0,0,0,0,0,0
"3722",0,0,0,0,0,0,0,0
"37220",0,0,0,0,0,0,0,0
"3723",0,0,0,0,0,0,0,0
"3724",0,0,0,0,0,0,0,0
"3725",0,0,0,0,0,0,0,0
"3726",0,0,0,0,0,0,0,0
"3727",0,0,0,0,0,0,0,0
"3728",0,0,0,0,0,0,0,0
"3729",0,0,0,0,0,0,0,0
"3731",0,0,0,0,0,0,0,0
"3732",0,0,0,0,0,0,0,0
"3733",0,0,0,0,0,0,0,0
"3734",0,0,0,0,0,0,0,0
"3736",0,0,0,0,0,0,0,0
"374",0,0,0,0,0,0,0,0
"3741",0,0,0,0,0,0,0,0
"3749",0,0,0,0,0,0,0,0
"375",0,0,0,0,0,1,0,0
"3751",0,0,0,0,0,1,0,0
"3754",0,0,0,0,0,1,0,0
"3755",0,0,0,0,0,1,0,0
"3760",0,0,0,0,0,0,0,0
"3761",0,0,0,0,0,0,0,0
"3762",0,0,0,0,0,0,0,0
"37620",0,0,0,0,0,0,0,0
"3763",0,0,0,0,0,0,0,0
"3764",0,0,0,0,0,0,0,0
"3765",0,0,0,0,0,0,0,0
"3766",0,0,0,0,0,0,0,0
"3768",0,0,0,0,0,0,0,0
"3770",0,0,0,0,0,0,0,0
"3771",0,0,0,0,0,0,0,0
"3772",0,0,0,0,0,0,0,0
"3773",0,0,0,0,0,0,0,0
"3774",0,0,0,0,0,0,0,0
"3775",0,0,0,0,0,0,0,0
"3776",0,0,0,0,0,0,0,0
"3777",0,0,0,0,0,0,0,0
"3778",0,0,0,0,0,0,0,0
"3779",0,0,0,0,0,0,0,0
"3780",0,0,0,0,0,0,0,0
"3781",0,0,0,0,0,0,0,0
"3782",0,0,0,0,0,0,0,0
"3783",0,0,0,0,0,0,0,0
"3784",0,0,0,0,0,0,0,0
"3785",0,0,0,0,0,0,0,0
"3786",0,0,0,0,0,0,0,0
"3787",0,0,0,0,0,0,0,0
"3789",0,0,0,0,0,0,0,0
"3790",0,0,0,0,0,0,0,0
"3791",0,0,0,0,0,0,0,0
"3792",0,0,0,0,0,0,0,0
"3793",0,0,0,0,0,0,0,0
"3794",0,0,0,0,0,0,0,0
"3795",0,0,0,0,0,0,0,0
"3796",0,0,0,0,0,0,0,0
"3797",0,0,0,0,0,0,0,0
"3798",0,0,0,0,0,0,0,0
"3799",0,0,0,0,0,0,0,0
"3800",0,0,0,0,0,0,0,0
"3801",0,0,0,0,0,0,0,0
"3802",0,0,0,0,0,0,0,0
"3803",0,0,0,0,0,0,0,0
"3804",0,0,0,0,0,0,0,0
"3805",0,0,0,0,0,0,0,0
"3806",0,0,0,0,0,0,0,0
"3807",0,0,0,0,0,0,0,0
"3808",0,0,1,0,0,0,0,0
"3809",0,0,1,0,0,0,0,0
"3810",0,0,0,0,0,0,0,0
"3811",1,0,0,0,0,0,0,0
"3812",1,0,0,0,0,0,0,0
"3813",0,0,0,0,0,0,0,0
"3814",0,0,0,0,0,0,0,0
"3815",0,0,0,0,0,0,0,0
"3816",0,0,0,0,0,0,0,0
"3818",0,0,1,0,0,0,0,0
"3821",0,0,0,0,0,0,0,0
"3822",0,0,0,0,0,0,0,0
"38220",0,0,0,0,0,0,0,0
"3824",0,0,0,0,0,0,0,0
"3829",0,0,0,0,0,0,0,0
"3831",0,0,0,0,0,0,0,0
"3832",0,0,0,0,0,0,0,0
"3833",0,0,0,0,0,0,0,0
"3834",0,0,0,0,0,0,0,0
"3835",0,0,0,0,0,0,0,0
"3836",0,0,0,0,0,0,0,0
"3837",0,0,0,0,0,0,0,0
"3838",0,0,1,0,0,0,0,0
"3839",0,0,1,0,0,0,0,0
"3840",0,0,0,0,0,0,0,0
"3841",0,0,0,0,0,0,0,0
"3842",0,0,0,0,0,0,0,0
"3843",0,0,0,0,0,0,0,0
"3844",0,0,0,0,0,0,0,0
"3845",0,0,0,0,0,0,0,0
"3846",0,0,0,0,0,0,0,0
"3848",0,0,1,0,0,0,0,0
"3849",0,0,1,0,0,0,0,0
"3850",0,0,0,0,0,0,0,0
"3851",0,0,0,0,0,0,0,0
"3852",0,0,0,0,0,0,0,0
"3853",0,0,0,0,0,0,0,0
"3855",0,0,0,0,0,0,0,0
"3857",0,0,0,0,0,0,0,0
"3859",0,0,0,0,0,0,0,0
"3860",0,0,0,0,0,0,0,0
"3861",0,0,0,0,0,0,0,0
"3862",0,0,0,0,0,0,0,0
