"icd9pro","d9carotid","d9cArtery","d9pArtery","d9BariatricSurg","d9Renal","d9Transplant","d9Dialysis","d9Kidney_Transplant"
"3863",0,0,0,0,0,0,0,0
"3864",0,0,0,0,0,0,0,0
"3865",0,0,0,0,0,0,0,0
"3866",0,0,0,0,0,0,0,0
"3867",0,0,0,0,0,0,0,0
"3868",0,0,0,0,0,0,0,0
"3869",0,0,0,0,0,0,0,0
"387",0,0,0,0,0,0,0,0
"3870",0,0,0,0,0,0,0,0
"3878",0,0,0,0,0,0,0,0
"3880",0,0,0,0,0,0,0,0
"3881",0,0,0,0,0,0,0,0
"3882",0,0,0,0,0,0,0,0
"3883",0,0,0,0,0,0,0,0
"3884",0,0,0,0,0,0,0,0
"3885",0,0,0,0,0,0,0,0
"3886",0,0,0,0,0,0,0,0
"3887",0,0,0,0,0,0,0,0
"3888",0,0,1,0,0,0,0,0
"3889",0,0,1,0,0,0,0,0
"3891",0,0,0,0,0,0,0,0
"3892",0,0,0,0,0,0,0,0
"3893",0,0,0,0,0,0,0,0
"3893",0,0,0,0,0,0,0,0
"3894",0,0,0,0,0,0,0,0
"3895",0,0,0,0,0,0,0,0
"38960",0,0,0,0,0,0,0,0
"3897",0,0,0,0,0,0,0,0
"3898",0,0,0,0,0,0,0,0
"3899",0,0,0,0,0,0,0,0
"38999",0,0,0,0,0,0,0,0
"390",0,0,0,0,0,0,0,0
"391",0,0,0,0,0,0,0,0
"3910",0,0,0,0,0,0,0,0
"3914",0,0,0,0,0,0,0,0
"392",0,0,0,0,0,0,0,0
"3921",0,0,0,0,0,0,0,0
"3922",0,0,0,0,0,0,0,0
"3923",0,0,0,0,0,0,0,0
"3924",0,0,0,0,0,0,0,0
"3925",0,0,1,0,0,0,0,0
"3926",0,0,0,0,0,0,0,0
"3927",0,0,0,0,0,0,0,0
"3928",1,0,0,0,0,0,0,0
"3929",0,0,1,0,0,0,0,0
"39290",0,0,1,0,0,0,0,0
"393",0,0,0,0,0,0,0,0
"3930",0,0,0,0,0,0,0,0
"3931",0,0,0,0,0,0,0,0
"3932",0,0,0,0,0,0,0,0
"3941",0,0,0,0,0,0,0,0
"3942",0,0,0,0,0,0,0,0
"3943",0,0,0,0,0,0,0,0
"3949",0,0,0,0,0,0,0,0
"3950",0,0,1,0,0,0,0,0
"3951",0,0,1,0,0,0,0,0
"3952",0,0,1,0,0,0,0,0
"3953",0,0,1,0,0,0,0,0
"3954",0,0,1,0,0,0,0,0
"3955",0,0,1,0,0,0,0,0
"3956",0,0,1,0,0,0,0,0
"3957",0,0,1,0,0,0,0,0
"3958",0,0,1,0,0,0,0,0
"3959",0,0,1,0,0,0,0,0
"3961",0,0,0,0,0,0,0,0
"3962",0,0,0,0,0,0,0,0
"3963",0,0,0,0,0,0,0,0
"3964",0,0,0,0,0,0,0,0
"3965",0,0,0,0,0,0,0,0
"3966",0,0,0,0,0,0,0,0
"3971",0,0,0,0,0,0,0,0
"3972",0,0,0,0,0,0,0,0
"3973",0,0,0,0,0,0,0,0
"3974",0,0,0,0,0,0,0,0
"3975",0,0,0,0,0,0,0,0
"3979",0,0,0,0,0,0,0,0
"398",0,0,0,0,0,0,0,0
"3989",0,0,0,0,0,0,0,0
"3990",0,0,0,0,0,0,1,0
"3991",0,0,0,0,0,0,1,0
"3992",0,0,0,0,0,0,1,0
"3993",0,0,0,0,0,0,1,0
"3994",0,0,0,0,0,0,1,0
"3995",0,0,0,0,1,0,1,0
"3996",0,0,0,0,0,0,1,0
"3997",0,0,0,0,0,0,1,0
"3998",0,0,0,0,0,0,1,0
"3999",0,0,0,0,0,0,1,0
"4",0,0,0,0,0,0,0,0
"40",0,0,0,0,0,0,0,0
"400",0,0,0,0,0,0,0,0
"4011",0,0,0,0,0,0,0,0
"4019",0,0,0,0,0,0,0,0
"402",0,0,0,0,0,0,0,0
"4021",0,0,0,0,0,0,0,0
"4022",0,0,0,0,0,0,0,0
"4023",0,0,0,0,0,0,0,0
"4024",0,0,0,0,0,0,0,0
"4029",0,0,0,0,0,0,0,0
"403",0,0,0,0,0,0,0,0
"4030",0,0,0,0,0,0,0,0
"4040",0,0,0,0,0,0,0,0
"4041",0,0,0,0,0,0,0,0
"4042",0,0,0,0,0,0,0,0
"4050",0,0,0,0,0,0,0,0
"4051",0,0,0,0,0,0,0,0
"4052",0,0,0,0,0,0,0,0
"4053",0,0,0,0,0,0,0,0
"4054",0,0,0,0,0,0,0,0
"4059",0,0,0,0,0,0,0,0
"4064",0,0,0,0,0,0,0,0
"4069",0,0,0,0,0,0,0,0
"407",0,0,0,0,0,0,0,0
"409",0,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0
"410",0,0,0,0,0,1,0,0
"4100",0,0,0,0,0,1,0,0
"4101",0,0,0,0,0,1,0,0
"4102",0,0,0,0,0,1,0,0
"4103",0,0,0,0,0,1,0,0
"4104",0,0,0,0,0,1,0,0
"4105",0,0,0,0,0,1,0,0
"4106",0,0,0,0,0,1,0,0
"4107",0,0,0,0,0,1,0,0
"4108",0,0,0,0,0,1,0,0
"4109",0,0,0,0,0,1,0,0
"411",0,0,0,0,0,0,0,0
"412",0,0,0,0,0,0,0,0
"4131",0,0,0,0,0,0,0,0
"4132",0,0,0,0,0,0,0,0
"4133",0,0,0,0,0,0,0,0
"4138",0,0,0,0,0,0,0,0
"4139",0,0,0,0,0,0,0,0
"4140",0,0,0,0,0,0,0,0
"4142",0,0,0,0,0,0,0,0
"4143",0,0,0,0,0,0,0,0
"415",0,0,0,0,0,0,0,0
"4150",0,0,0,0,0,0,0,0
"4187",0,0,0,0,0,0,0,0
"4189",0,0,0,0,0,0,0,0
"4191",0,0,0,0,0,0,0,0
"4192",0,0,0,0,0,0,0,0
"4193",0,0,0,0,0,0,0,0
"4195",0,0,0,0,0,0,0,0
"4198",0,0,0,0,0,0,0,0
"4199",0,0,0,0,0,0,0,0
"42",0,0,0,0,0,0,0,0
"42.2",0,0,0,0,0,0,0,0
"420",0,0,0,0,0,0,0,0
"4209",0,0,0,0,0,0,0,0
"421",0,0,0,0,0,0,0,0
"4210",0,0,0,0,0,0,0,0
"4211",0,0,0,0,0,0,0,0
"4219",0,0,0,0,0,0,0,0
"4221",0,0,0,0,0,0,0,0
"4222",0,0,0,0,0,0,0,0
"4223",0,0,0,0,0,0,0,0
"4224",0,0,0,0,0,0,0,0
"4225",0,0,0,0,0,0,0,0
"4229",0,0,0,0,0,0,0,0
"423",0,0,0,0,0,0,0,0
"4230",0,0,0,0,0,0,0,0
"42300",0,0,0,0,0,0,0,0
"4231",0,0,0,0,0,0,0,0
"4232",0,0,0,0,0,0,0,0
"4233",0,0,0,0,0,0,0,0
"4239",0,0,0,0,0,0,0,0
"4240",0,0,0,0,0,0,0,0
"4241",0,0,0,0,0,0,0,0
"4242",0,0,0,0,0,0,0,0
"4251",0,0,0,0,0,0,0,0
"4252",0,0,0,0,0,0,0,0
"4254",0,0,0,0,0,0,0,0
"4255",0,0,0,0,0,0,0,0
"4258",0,0,0,0,0,0,0,0
"4259",0,0,0,0,0,0,0,0
"4261",0,0,0,0,0,0,0,0
"4262",0,0,0,0,0,0,0,0
"4268",0,0,0,0,0,0,0,0
"427",0,0,0,0,0,0,0,0
"4273",0,0,0,0,0,0,0,0
"4281",0,0,0,0,0,0,0,0
"4282",0,0,0,0,0,0,0,0
"4283",0,0,0,0,0,0,0,0
"4284",0,0,0,0,0,0,0,0
"4285",0,0,0,0,0,0,0,0
"4287",0,0,0,0,0,0,0,0
"4289",0,0,0,0,0,0,0,0
"4291",0,0,0,0,0,0,0,0
"4292",0,0,0,0,0,0,0,0
"4299",0,0,0,0,0,0,0,0
"430",0,0,0,0,0,0,0,0
"431",0,0,0,0,0,0,0,0
"4311",0,0,0,0,0,0,0,0
"4315",0,0,0,0,0,0,0,0
"4319",0,0,0,0,0,0,0,0
"4320",0,0,0,0,0,0,0,0
"43200",0,0,0,0,0,0,0,0
"4323",0,0,0,0,0,0,0,0
"43235",0,0,0,0,0,0,0,0
"43239",0,0,0,0,0,0,0,0
"4324",0,0,0,0,0,0,0,0
"43244",0,0,0,0,0,0,0,0
"43245",0,0,0,0,0,0,0,0
"43246",0,0,0,0,0,0,0,0
"43249",0,0,0,0,0,0,0,0
"4325",0,0,0,0,0,0,0,0
"43255",0,0,0,0,0,0,0,0
"4326",0,0,0,0,0,0,0,0
"43262",0,0,0,0,0,0,0,0
"43268",0,0,0,0,0,0,0,0
"433",0,0,0,0,0,0,0,0
"4341",0,0,0,0,0,0,0,0
"4342",0,0,0,0,0,0,0,0
"4345",0,0,0,0,0,0,0,0
"4349",0,0,0,0,0,0,0,0
"43499",0,0,0,0,0,0,0,0
"435",0,0,0,0,0,0,0,0
"436",0,0,0,0,0,0,0,0
"437",0,0,0,0,0,0,0,0
"4376",0,0,0,0,0,0,0,0
"43846",0,0,0,0,0,0,0,0
"4389",0,0,0,1,0,0,0,0
"4399",0,0,0,0,0,0,0,0
"4400",0,0,0,0,0,0,0,0
"44005",0,0,0,0,0,0,0,0
"4401",0,0,0,0,0,0,0,0
"4402",0,0,0,0,0,0,0,0
"4403",0,0,0,0,0,0,0,0
"4411",0,0,0,0,0,0,0,0
"4412",0,0,0,0,0,0,0,0
"44120",0,0,0,0,0,0,0,0
"4413",0,0,0,0,0,0,0,0
"4414",0,0,0,0,0,0,0,0
"44140",0,0,0,0,0,0,0,0
"4415",0,0,0,0,0,0,0,0
"4419",0,0,0,0,0,0,0,0
"44202",0,0,0,0,0,0,0,0
"4421",0,0,0,0,0,0,0,0
"4422",0,0,0,0,0,0,0,0
"4429",0,0,0,0,0,0,0,0
"443",0,0,0,0,0,0,0,0
"4431",0,0,0,0,0,0,0,0
"4432",0,0,0,0,0,0,0,0
"44320",0,0,0,0,0,0,0,0
"4438",0,0,0,1,0,0,0,0
"44388",0,0,0,1,0,0,0,0
"4439",0,0,0,1,0,0,0,0
"4441",0,0,0,0,0,0,0,0
"4442",0,0,0,0,0,0,0,0
"4443",0,0,0,0,0,0,0,0
"4444",0,0,0,0,0,0,0,0
"4449",0,0,0,0,0,0,0,0
"445",0,0,0,0,0,0,0,0
"44500",0,0,0,0,0,0,0,0
"4461",0,0,0,0,0,0,0,0
"4462",0,0,0,0,0,0,0,0
"44620",0,0,0,0,0,0,0,0
"4463",0,0,0,0,0,0,0,0
"4464",0,0,0,0,0,0,0,0
"44640",0,0,0,0,0,0,0,0
"4465",0,0,0,0,0,0,0,0
"4466",0,0,0,0,0,0,0,0
"4467",0,0,0,0,0,0,0,0
"4468",0,0,0,1,0,0,0,0
"4469",0,0,0,1,0,0,0,0
"4491",0,0,0,0,0,0,0,0
"4492",0,0,0,0,0,0,0,0
"4493",0,0,0,0,0,0,0,0
"4494",0,0,0,0,0,0,0,0
"4495",0,0,0,1,0,0,0,0
"44950",0,0,0,1,0,0,0,0
"4496",0,0,0,0,0,0,0,0
"4497",0,0,0,0,0,0,0,0
"4499",0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0
"45.2",0,0,0,0,0,0,0,0
"45.4",0,0,0,0,0,0,0,0
"450",0,0,0,0,0,0,0,0
"4500",0,0,0,0,0,0,0,0
"4501",0,0,0,0,0,0,0,0
"4502",0,0,0,0,0,0,0,0
"4503",0,0,0,0,0,0,0,0
"4511",0,0,0,0,0,0,0,0
"4512",0,0,0,0,0,0,0,0
"4513",0,0,0,0,0,0,0,0
"4514",0,0,0,0,0,0,0,0
"4515",0,0,0,0,0,0,0,0
"4516",0,0,0,0,0,0,0,0
"45160",0,0,0,0,0,0,0,0
"4517",0,0,0,0,0,0,0,0
"4519",0,0,0,0,0,0,0,0
"452",0,0,0,0,0,0,0,0
"4521",0,0,0,0,0,0,0,0
"4522",0,0,0,0,0,0,0,0
"4523",0,0,0,0,0,0,0,0
"4523",0,0,0,0,0,0,0,0
"45230",0,0,0,0,0,0,0,0
"4524",0,0,0,0,0,0,0,0
"4525",0,0,0,0,0,0,0,0
"4526",0,0,0,0,0,0,0,0
"4527",0,0,0,0,0,0,0,0
"4528",0,0,0,0,0,0,0,0
"4529",0,0,0,0,0,0,0,0
"4530",0,0,0,0,0,0,0,0
"45300",0,0,0,0,0,0,0,0
"4531",0,0,0,0,0,0,0,0
"4532",0,0,0,0,0,0,0,0
"4533",0,0,0,0,0,0,0,0
"45330",0,0,0,0,0,0,0,0
"45331",0,0,0,0,0,0,0,0
"4534",0,0,0,0,0,0,0,0
"4536",0,0,0,0,0,0,0,0
"4537",0,0,0,0,0,0,0,0
"45378",0,0,0,0,0,0,0,0
"4538",0,0,0,0,0,0,0,0
"45380",0,0,0,0,0,0,0,0
"45385",0,0,0,0,0,0,0,0
"4541",0,0,0,0,0,0,0,0
"4542",0,0,0,0,0,0,0,0
"4543",0,0,0,0,0,0,0,0
"4546",0,0,0,0,0,0,0,0
"4549",0,0,0,0,0,0,0,0
"4550",0,0,0,0,0,0,0,0
"4551",0,0,0,1,0,0,0,0
"4552",0,0,0,0,0,0,0,0
"4561",0,0,0,0,0,0,0,0
"4562",0,0,0,0,0,0,0,0
"45620",0,0,0,0,0,0,0,0
"4563",0,0,0,0,0,0,0,0
"4571",0,0,0,0,0,0,0,0
"4572",0,0,0,0,0,0,0,0
"4573",0,0,0,0,0,0,0,0
"4574",0,0,0,0,0,0,0,0
"4575",0,0,0,0,0,0,0,0
"4576",0,0,0,0,0,0,0,0
"4579",0,0,0,0,0,0,0,0
"4579",0,0,0,0,0,0,0,0
"458",0,0,0,0,0,0,0,0
"4580",0,0,0,0,0,0,0,0
"4581",0,0,0,0,0,0,0,0
"4582",0,0,0,0,0,0,0,0
"4583",0,0,0,0,0,0,0,0
"4590",0,0,0,0,0,0,0,0
"4591",0,0,0,1,0,0,0,0
"4592",0,0,0,0,0,0,0,0
"4593",0,0,0,0,0,0,0,0
"4594",0,0,0,0,0,0,0,0
"4595",0,0,0,0,0,0,0,0
"46",0,0,0,0,0,0,0,0
"460",0,0,0,0,0,0,0,0
"4601",0,0,0,0,0,0,0,0
"4602",0,0,0,0,0,0,0,0
"4603",0,0,0,0,0,0,0,0
"4604",0,0,0,0,0,0,0,0
"46040",0,0,0,0,0,0,0,0
"4610",0,0,0,0,0,0,0,0
"4611",0,0,0,0,0,0,0,0
"4613",0,0,0,0,0,0,0,0
"4614",0,0,0,0,0,0,0,0
"4620",0,0,0,0,0,0,0,0
"4621",0,0,0,0,0,0,0,0
"4622",0,0,0,0,0,0,0,0
"4623",0,0,0,0,0,0,0,0
"4624",0,0,0,0,0,0,0,0
"4626",0,0,0,0,0,0,0,0
"4627",0,0,0,0,0,0,0,0
"4631",0,0,0,0,0,0,0,0
"4632",0,0,0,0,0,0,0,0
"4639",0,0,0,0,0,0,0,0
"4640",0,0,0,0,0,0,0,0
"4641",0,0,0,0,0,0,0,0
"4642",0,0,0,0,0,0,0,0
"4643",0,0,0,0,0,0,0,0
"4650",0,0,0,0,0,0,0,0
"4651",0,0,0,0,0,0,0,0
"4652",0,0,0,0,0,0,0,0
"46608",0,0,0,0,0,0,0,0
"4662",0,0,0,0,0,0,0,0
"4663",0,0,0,0,0,0,0,0
"4664",0,0,0,0,0,0,0,0
"4671",0,0,0,0,0,0,0,0
"4672",0,0,0,0,0,0,0,0
"4673",0,0,0,0,0,0,0,0
"4674",0,0,0,0,0,0,0,0
"4675",0,0,0,0,0,0,0,0
"4676",0,0,0,0,0,0,0,0
"4679",0,0,0,0,0,0,0,0
"4680",0,0,0,0,0,0,0,0
"4681",0,0,0,0,0,0,0,0
"4682",0,0,0,0,0,0,0,0
"4685",0,0,0,0,0,0,0,0
"4686",0,0,0,0,0,0,0,0
"4693",0,0,0,0,0,0,0,0
"4694",0,0,0,0,0,0,0,0
"4696",0,0,0,0,0,0,0,0
"4697",0,0,0,0,0,0,0,0
"4699",0,0,0,0,0,0,0,0
"4700",0,0,0,0,0,0,0,0
"47000",0,0,0,0,0,0,0,0
"4701",0,0,0,0,0,0,0,0
"4709",0,0,0,0,0,0,0,0
"4711",0,0,0,0,0,0,0,0
"4719",0,0,0,0,0,0,0,0
"472",0,0,0,0,0,0,0,0
"4756",0,0,0,0,0,0,0,0
"47562",0,0,0,0,0,0,0,0
"47563",0,0,0,0,0,0,0,0
"47600",0,0,0,0,0,0,0,0
"47605",0,0,0,0,0,0,0,0
"47610",0,0,0,0,0,0,0,0
"4791",0,0,0,0,0,0,0,0
"4792",0,0,0,0,0,0,0,0
"480",0,0,0,0,0,0,0,0
"481",0,0,0,0,0,0,0,0
"4821",0,0,0,0,0,0,0,0
"4822",0,0,0,0,0,0,0,0
"4823",0,0,0,0,0,0,0,0
"4824",0,0,0,0,0,0,0,0
"4825",0,0,0,0,0,0,0,0
"4826",0,0,0,0,0,0,0,0
"4829",0,0,0,0,0,0,0,0
"4831",0,0,0,0,0,0,0,0
"4832",0,0,0,0,0,0,0,0
"4833",0,0,0,0,0,0,0,0
"4834",0,0,0,0,0,0,0,0
"4835",0,0,0,0,0,0,0,0
"4836",0,0,0,0,0,0,0,0
"4843",0,0,0,0,0,0,0,0
"4849",0,0,0,0,0,0,0,0
"485",0,0,0,0,0,0,0,0
"4850",0,0,0,0,0,0,0,0
"4851",0,0,0,0,0,0,0,0
"4852",0,0,0,0,0,0,0,0
"4861",0,0,0,0,0,0,0,0
"4862",0,0,0,0,0,0,0,0
"4863",0,0,0,0,0,0,0,0
"4864",0,0,0,0,0,0,0,0
"4869",0,0,0,0,0,0,0,0
"4871",0,0,0,0,0,0,0,0
"4873",0,0,0,0,0,0,0,0
"4874",0,0,0,0,0,0,0,0
"4875",0,0,0,0,0,0,0,0
"4876",0,0,0,0,0,0,0,0
"4879",0,0,0,0,0,0,0,0
"4881",0,0,0,0,0,0,0,0
"4882",0,0,0,0,0,0,0,0
"4891",0,0,0,0,0,0,0,0
"4893",0,0,0,0,0,0,0,0
"4899",0,0,0,0,0,0,0,0
"49000",0,0,0,0,0,0,0,0
"4901",0,0,0,0,0,0,0,0
"4902",0,0,0,0,0,0,0,0
"4903",0,0,0,0,0,0,0,0
"4904",0,0,0,0,0,0,0,0
"4908",0,0,0,0,0,0,0,0
"49080",0,0,0,0,0,0,0,0
"4911",0,0,0,0,0,0,0,0
"4912",0,0,0,0,0,0,0,0
"4918",0,0,0,0,0,0,0,0
"49201",0,0,0,0,0,0,0,0
"4921",0,0,0,0,0,0,0,0
"4922",0,0,0,0,0,0,0,0
"4923",0,0,0,0,0,0,0,0
"4929",0,0,0,0,0,0,0,0
"4931",0,0,0,0,0,0,0,0
"4932",0,0,0,0,0,0,0,0
"49320",0,0,0,0,0,0,0,0
"49322",0,0,0,0,0,0,0,0
"4939",0,0,0,0,0,0,0,0
"4941",0,0,0,0,0,0,0,0
"4942",0,0,0,0,0,0,0,0
"4943",0,0,0,0,0,0,0,0
"4944",0,0,0,0,0,0,0,0
"4945",0,0,0,0,0,0,0,0
"4946",0,0,0,0,0,0,0,0
"4947",0,0,0,0,0,0,0,0
"4949",0,0,0,0,0,0,0,0
"4950",0,0,0,0,0,0,0,0
"49505",0,0,0,0,0,0,0,0
"4951",0,0,0,0,0,0,0,0
"4952",0,0,0,0,0,0,0,0
"4955",0,0,0,0,0,0,0,0
"49560",0,0,0,0,0,0,0,0
"49572",0,0,0,0,0,0,0,0
"4958",0,0,0,0,0,0,0,0
"49587",0,0,0,0,0,0,0,0
"4959",0,0,0,0,0,0,0,0
"496",0,0,0,0,0,0,0,0
"4965",0,0,0,0,0,0,0,0
"4971",0,0,0,0,0,0,0,0
"4973",0,0,0,0,0,0,0,0
"4975",0,0,0,0,0,0,0,0
"4979",0,0,0,0,0,0,0,0
"4992",0,0,0,0,0,0,0,0
"4993",0,0,0,0,0,0,0,0
"4995",0,0,0,0,0,0,0,0
"4999",0,0,0,0,0,0,0,0
"49999",0,0,0,0,0,0,0,0
"5",0,0,0,0,0,0,0,0
"500",0,0,0,0,0,0,0,0
"5011",0,0,0,0,0,0,0,0
"5012",0,0,0,0,0,0,0,0
"5013",0,0,0,0,0,0,0,0
"5014",0,0,0,0,0,0,0,0
"5019",0,0,0,0,0,0,0,0
"50200",0,0,0,0,0,0,0,0
"5021",0,0,0,0,0,0,0,0
"5022",0,0,0,0,0,0,0,0
"5023",0,0,0,0,0,0,0,0
"50230",0,0,0,0,0,0,0,0
"5024",0,0,0,0,0,0,0,0
"5025",0,0,0,0,0,0,0,0
"5026",0,0,0,0,0,0,0,0
"5029",0,0,0,0,0,0,0,0
"503",0,0,0,0,0,0,0,0
"504",0,0,0,0,0,0,0,0
"5051",0,0,0,0,0,1,0,0
"5059",0,0,0,0,0,1,0,0
"5061",0,0,0,0,0,0,0,0
"5069",0,0,0,0,0,0,0,0
"5091",0,0,0,0,0,0,0,0
"5093",0,0,0,0,0,0,0,0
"5094",0,0,0,0,0,0,0,0
"5099",0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0
"510",0,0,0,0,0,0,0,0
"5101",0,0,0,0,0,0,0,0
"5102",0,0,0,0,0,0,0,0
"5103",0,0,0,0,0,0,0,0
"5104",0,0,0,0,0,0,0,0
"5110",0,0,0,0,0,0,0,0
"5111",0,0,0,0,0,0,0,0
"5112",0,0,0,0,0,0,0,0
"5113",0,0,0,0,0,0,0,0
"5114",0,0,0,0,0,0,0,0
"5115",0,0,0,0,0,0,0,0
"5119",0,0,0,0,0,0,0,0
"5121",0,0,0,0,0,0,0,0
"5122",0,0,0,0,0,0,0,0
"5123",0,0,0,0,0,0,0,0
"51230",0,0,0,0,0,0,0,0
"5124",0,0,0,0,0,0,0,0
"513",0,0,0,0,0,0,0,0
"5132",0,0,0,0,0,0,0,0
"5136",0,0,0,0,0,0,0,0
"5137",0,0,0,0,0,0,0,0
"5139",0,0,0,0,0,0,0,0
"5141",0,0,0,0,0,0,0,0
"5142",0,0,0,0,0,0,0,0
"5143",0,0,0,0,0,0,0,0
"5149",0,0,0,0,0,0,0,0
"5151",0,0,0,0,0,0,0,0
"5159",0,0,0,0,0,0,0,0
"5161",0,0,0,0,0,0,0,0
"5162",0,0,0,0,0,0,0,0
"5163",0,0,0,0,0,0,0,0
"5164",0,0,0,0,0,0,0,0
"5169",0,0,0,0,0,0,0,0
"5170",0,0,0,0,0,0,0,0
"5171",0,0,0,0,0,0,0,0
"5172",0,0,0,0,0,0,0,0
"5177",0,0,0,0,0,0,0,0
"5178",0,0,0,0,0,0,0,0
"5179",0,0,0,0,0,0,0,0
"5181",0,0,0,0,0,0,0,0
"5182",0,0,0,0,0,0,0,0
"5183",0,0,0,0,0,0,0,0
"5184",0,0,0,0,0,0,0,0
"5185",0,0,0,0,0,0,0,0
"5186",0,0,0,0,0,0,0,0
"5187",0,0,0,0,0,0,0,0
"5188",0,0,0,0,0,0,0,0
"5189",0,0,0,0,0,0,0,0
"5191",0,0,0,0,0,0,0,0
"5193",0,0,0,0,0,0,0,0
"5194",0,0,0,0,0,0,0,0
"5195",0,0,0,0,0,0,0,0
"5196",0,0,0,0,0,0,0,0
"5198",0,0,0,0,0,0,0,0
"5199",0,0,0,0,0,0,0,0
"520",0,0,0,0,0,0,0,0
"5200",0,0,0,0,0,0,0,0
"52000",0,0,0,0,0,0,0,0
"52005",0,0,0,0,0,0,0,0
"5201",0,0,0,0,0,0,0,0
"5209",0,0,0,0,0,0,0,0
"521",0,0,0,0,0,0,0,0
"5211",0,0,0,0,0,0,0,0
"5212",0,0,0,0,0,0,0,0
"5213",0,0,0,0,0,0,0,0
"5214",0,0,0,0,0,0,0,0
"5219",0,0,0,0,0,0,0,0
"5221",0,0,0,0,0,0,0,0
"5222",0,0,0,0,0,0,0,0
"5223",0,0,0,0,0,0,0,0
"5227",0,0,0,0,0,0,0,0
"5228",0,0,0,0,0,0,0,0
"523",0,0,0,0,0,0,0,0
"5231",0,0,0,0,0,0,0,0
"5233",0,0,0,0,0,0,0,0
"5235",0,0,0,0,0,0,0,0
"524",0,0,0,0,0,0,0,0
"5245",0,0,0,0,0,0,0,0
"5250",0,0,0,0,0,0,0,0
"5251",0,0,0,0,0,0,0,0
"5252",0,0,0,0,0,0,0,0
"5253",0,0,0,0,0,0,0,0
"5259",0,0,0,0,0,0,0,0
"526",0,0,0,0,0,0,0,0
"5260",0,0,0,0,0,0,0,0
"52601",0,0,0,0,0,0,0,0
"527",0,0,0,0,0,0,0,0
"5270",0,0,0,0,0,0,0,0
"5280",0,0,0,0,0,1,0,0
"5282",0,0,0,0,0,1,0,0
"5283",0,0,0,0,0,1,0,0
"5292",0,0,0,0,0,0,0,0
"5293",0,0,0,0,0,0,0,0
"5294",0,0,0,0,0,0,0,0
"5295",0,0,0,0,0,0,0,0
"5296",0,0,0,0,0,0,0,0
"5297",0,0,0,0,0,0,0,0
"5298",0,0,0,0,0,0,0,0
"5299",0,0,0,0,0,0,0,0
"5300",0,0,0,0,0,0,0,0
"5301",0,0,0,0,0,0,0,0
"5302",0,0,0,0,0,0,0,0
"5303",0,0,0,0,0,0,0,0
"5304",0,0,0,0,0,0,0,0
"5305",0,0,0,0,0,0,0,0
"5310",0,0,0,0,0,0,0,0
"5311",0,0,0,0,0,0,0,0
"5312",0,0,0,0,0,0,0,0
"5313",0,0,0,0,0,0,0,0
"5314",0,0,0,0,0,0,0,0
"5315",0,0,0,0,0,0,0,0
"5316",0,0,0,0,0,0,0,0
"5317",0,0,0,0,0,0,0,0
"5321",0,0,0,0,0,0,0,0
"5329",0,0,0,0,0,0,0,0
"5341",0,0,0,0,0,0,0,0
"5342",0,0,0,0,0,0,0,0
"5343",0,0,0,0,0,0,0,0
"5349",0,0,0,0,0,0,0,0
"5351",0,0,0,0,0,0,0,0
"5359",0,0,0,0,0,0,0,0
"5361",0,0,0,0,0,0,0,0
"5362",0,0,0,0,0,0,0,0
"5363",0,0,0,0,0,0,0,0
"5367",0,0,0,0,0,0,0,0
"5369",0,0,0,0,0,0,0,0
"537",0,0,0,0,0,0,0,0
"5370",0,0,0,0,0,0,0,0
"5371",0,0,0,0,0,0,0,0
"5372",0,0,0,0,0,0,0,0
"5375",0,0,0,0,0,0,0,0
"5380",0,0,0,0,0,0,0,0
"5381",0,0,0,0,0,0,0,0
"5382",0,0,0,0,0,0,0,0
"5383",0,0,0,0,0,0,0,0
"5384",0,0,0,0,0,0,0,0
"5385",0,0,0,0,0,0,0,0
"5389",0,0,0,0,0,0,0,0
"539",0,0,0,0,0,0,0,0
"540",0,0,0,0,0,0,0,0
"5400",0,0,0,0,0,0,0,0
"5411",0,0,0,0,0,0,0,0
"5412",0,0,0,0,0,0,0,0
"5419",0,0,0,0,0,0,0,0
"5421",0,0,0,0,0,0,0,0
"5422",0,0,0,0,0,0,0,0
"5423",0,0,0,0,0,0,0,0
"5424",0,0,0,0,0,0,0,0
"5425",0,0,0,0,0,0,0,0
"5429",0,0,0,0,0,0,0,0
"543",0,0,0,0,0,0,0,0
"5430",0,0,0,0,0,0,0,0
"544",0,0,0,0,0,0,0,0
"5440",0,0,0,0,0,0,0,0
"5451",0,0,0,0,0,0,0,0
"5459",0,0,0,0,0,0,0,0
"5461",0,0,0,0,0,0,0,0
"5462",0,0,0,0,0,0,0,0
"5463",0,0,0,0,0,0,0,0
"5464",0,0,0,0,0,0,0,0
"5471",0,0,0,0,0,0,0,0
"5472",0,0,0,0,0,0,0,0
"5473",0,0,0,0,0,0,0,0
"5474",0,0,0,0,0,0,0,0
"5475",0,0,0,0,0,0,0,0
"5483",0,0,0,0,0,0,0,0
"5491",0,0,0,0,0,0,0,0
"5492",0,0,0,0,0,0,0,0
"5493",0,0,0,0,0,0,0,0
"5494",0,0,0,0,0,0,0,0
"5495",0,0,0,0,0,0,0,0
"5496",0,0,0,0,0,0,0,0
"5497",0,0,0,0,0,0,0,0
